Order ID,Start Location,End Location,Distance (km),Urgency,Transportation Method,Transportation Cost ($),Fuel Efficiency (km/l),Emissions (gCO2/km)
ORD1262,"Tokyo, JP","Paris, FR",4366,Low,Ship,87.32000000000001,0.18377534193400336,499.37162499031683
ORD1263,"London, UK","Paris, FR",2300,Medium,Ship,69.0,0.27316803967345393,330.18854040357866
ORD1264,"Cairo, EG","Cairo, EG",4730,High,Train,236.5,0.4478111555414729,326.5569452060437
ORD1265,"Paris, FR","Tokyo, JP",2633,Medium,Ship,78.99,0.4279321502912823,255.17993904557625
ORD1266,"Los Angeles, US","Los Angeles, US",3417,Low,Plane,68.34,0.4755760293361916,131.61323856465333
ORD1267,"London, UK","Cairo, EG",2555,Medium,Train,76.64999999999999,0.4395700652874759,149.26718393280572
ORD1268,"Los Angeles, US","New York City, US",4894,Low,Ship,97.88,0.22075502102410982,265.5190261405771
ORD1269,"Cairo, EG","New York City, US",1235,High,Ship,61.75,0.48870873445534635,240.8110481302244
ORD1270,"Cairo, EG","New York City, US",2916,Medium,Train,87.47999999999999,0.23340346731364817,362.67219273174703
ORD1271,"Los Angeles, US","London, UK",1263,Low,Plane,25.26,0.3984508363218692,402.62485357465107
ORD1272,"Los Angeles, US","Tokyo, JP",1803,Medium,Train,54.089999999999996,0.43494886488919093,125.7616651468072
ORD1273,"Tokyo, JP","London, UK",286,Low,Train,5.72,0.39497574071805586,233.88849402442682
ORD1274,"Cairo, EG","Tokyo, JP",524,Medium,Ship,15.719999999999999,0.48476612091389715,390.96059527158224
ORD1275,"London, UK","Cairo, EG",4335,High,Plane,216.75,0.26520277040746043,349.23687599935147
ORD1276,"Paris, FR","Tokyo, JP",4272,High,Ship,213.60000000000002,0.49546942733431043,129.75778786854423
ORD1277,"Tokyo, JP","Tokyo, JP",1597,High,Plane,79.85000000000001,0.3852156015197856,463.290565050814
ORD1278,"London, UK","New York City, US",4396,Low,Ship,87.92,0.47883955925482957,185.97372000205337
ORD1279,"Los Angeles, US","Los Angeles, US",3856,Medium,Ship,115.67999999999999,0.16697885382417416,415.1437742206605
ORD1280,"London, UK","New York City, US",674,Medium,Plane,20.22,0.3444025080489178,245.00570876091354
ORD1281,"Los Angeles, US","Tokyo, JP",4044,Low,Ship,80.88,0.19323498327537414,422.4948256216338
ORD1282,"Tokyo, JP","Cairo, EG",557,Low,Ship,11.14,0.4727854785359529,352.7155558191471
ORD1283,"London, UK","New York City, US",1328,High,Train,66.4,0.17676673454695183,276.5908496655521
ORD1284,"London, UK","London, UK",2124,High,Ship,106.2,0.461816798178173,269.14033768318063
ORD1285,"Cairo, EG","London, UK",4055,Medium,Plane,121.64999999999999,0.1551295506719615,484.7847454494705
ORD1286,"London, UK","Paris, FR",1741,Medium,Ship,52.23,0.32125653569147616,343.23711655169774
ORD1287,"London, UK","Tokyo, JP",564,Low,Plane,11.28,0.2985895674990822,416.2933102463814
ORD1288,"Paris, FR","London, UK",768,High,Ship,38.400000000000006,0.13293036293162916,488.44247706820113
ORD1289,"Tokyo, JP","New York City, US",377,Medium,Train,11.309999999999999,0.1866487211834425,66.43623660203477
ORD1290,"Paris, FR","Cairo, EG",4253,Low,Train,85.06,0.4070856414251901,245.26309698790942
ORD1291,"Los Angeles, US","Paris, FR",3275,High,Ship,163.75,0.15513754684406203,140.33553625516788
ORD1292,"New York City, US","Cairo, EG",2109,Medium,Train,63.269999999999996,0.29496561819193867,282.9360047722446
ORD1293,"Paris, FR","Tokyo, JP",2179,High,Plane,108.95,0.12845684787746406,387.8495919661689
ORD1294,"Cairo, EG","London, UK",1499,Low,Plane,29.98,0.2849937004899704,316.9908973325337
ORD1295,"Cairo, EG","Cairo, EG",912,High,Train,45.6,0.21541795026946017,496.36253069297067
ORD1296,"Tokyo, JP","London, UK",1613,High,Ship,80.65,0.16785484923885263,355.12755657464083
ORD1297,"Tokyo, JP","Tokyo, JP",115,High,Plane,5.75,0.42610137602665255,277.89911869274283
ORD1298,"Cairo, EG","New York City, US",4075,Medium,Ship,122.25,0.4977823311586047,232.85452509574512
ORD1299,"New York City, US","Los Angeles, US",564,High,Train,28.200000000000003,0.34511767577030805,419.06175057685164
ORD1300,"Los Angeles, US","Paris, FR",3690,Low,Plane,73.8,0.23899893897611416,347.45845017554666
ORD1301,"Paris, FR","Los Angeles, US",3628,Medium,Train,108.83999999999999,0.34303936345615527,490.7023451808614
ORD1302,"Los Angeles, US","Tokyo, JP",2508,Medium,Plane,75.24,0.38418179047269985,480.4585760730634
ORD1303,"Cairo, EG","Tokyo, JP",3908,Medium,Ship,117.24,0.25015868863795193,478.5856083126143
ORD1304,"Cairo, EG","Tokyo, JP",1741,Low,Ship,34.82,0.1456031525399899,477.1786221748064
ORD1305,"Tokyo, JP","Los Angeles, US",4806,Medium,Train,144.18,0.2032129394355843,368.39272355963027
ORD1306,"Paris, FR","Tokyo, JP",2217,Low,Plane,44.34,0.4439951467943031,251.1112622478987
ORD1307,"London, UK","Tokyo, JP",2147,Low,Train,42.94,0.35984547072865514,478.92748473793563
ORD1308,"London, UK","Tokyo, JP",949,Low,Plane,18.98,0.30912814658117216,67.17278922470229
ORD1309,"London, UK","London, UK",2556,Low,Train,51.120000000000005,0.34332455538768436,419.85901870306344
ORD1310,"New York City, US","New York City, US",2892,Low,Ship,57.84,0.1873240143056505,416.61825841269433
ORD1311,"Cairo, EG","Cairo, EG",464,Low,Ship,9.28,0.42030901261708953,417.932834464656
ORD1312,"Tokyo, JP","Los Angeles, US",2307,Medium,Train,69.21,0.320087814414175,50.96765533033828
ORD1313,"London, UK","Paris, FR",4475,Medium,Ship,134.25,0.2887217641471985,478.0387495250054
ORD1314,"London, UK","Cairo, EG",4323,Low,Ship,86.46000000000001,0.33894956016335887,352.67675465916
ORD1315,"Paris, FR","Los Angeles, US",2497,High,Plane,124.85000000000001,0.458991330097283,273.22951145551156
ORD1316,"Paris, FR","Los Angeles, US",2088,Medium,Ship,62.64,0.14379224379010852,230.28267421878957
ORD1317,"New York City, US","Tokyo, JP",3144,High,Ship,157.20000000000002,0.3181514782956105,426.4660837973136
ORD1318,"New York City, US","Paris, FR",4799,High,Train,239.95000000000002,0.4853650428645161,176.31958149256639
ORD1319,"Los Angeles, US","Paris, FR",2983,High,Ship,149.15,0.16548036665493543,324.633270832519
ORD1320,"Paris, FR","Los Angeles, US",4297,High,Plane,214.85000000000002,0.1047234417093689,453.58964946776143
ORD1321,"Cairo, EG","Paris, FR",2423,Low,Train,48.46,0.10162683182211758,447.6436386530938
ORD1322,"London, UK","Tokyo, JP",1992,Medium,Train,59.76,0.1956689782827813,106.91152321852388
ORD1323,"Los Angeles, US","New York City, US",535,High,Train,26.75,0.11926407971309048,490.2617025119275
ORD1324,"London, UK","London, UK",1254,Low,Train,25.080000000000002,0.4934912584539274,467.85354090277383
ORD1325,"New York City, US","New York City, US",1511,Low,Plane,30.22,0.3427789325907533,100.32960912688327
ORD1326,"Tokyo, JP","New York City, US",2885,Low,Train,57.7,0.4504842100298697,420.8107319139337
ORD1327,"Cairo, EG","Los Angeles, US",2854,High,Plane,142.70000000000002,0.2669634094021832,212.57314131391283
ORD1328,"Paris, FR","Los Angeles, US",3844,High,Ship,192.20000000000002,0.38081551629231203,173.05216357555074
ORD1329,"Tokyo, JP","London, UK",2700,Medium,Train,81.0,0.22709482289304833,466.56628632924475
ORD1330,"Paris, FR","Los Angeles, US",1031,Low,Ship,20.62,0.22815844460585977,266.7521904630744
ORD1331,"Tokyo, JP","Paris, FR",2396,High,Plane,119.80000000000001,0.12363596272540134,75.9084701188726
ORD1332,"Tokyo, JP","New York City, US",3935,Medium,Plane,118.05,0.43173713151274407,497.7417131282382
ORD1333,"New York City, US","London, UK",4100,High,Ship,205.0,0.37729686478707125,229.5735627500211
ORD1334,"London, UK","London, UK",3987,Low,Plane,79.74,0.10603184126282202,314.16902109901343
ORD1335,"New York City, US","New York City, US",1233,Low,Plane,24.66,0.39524398820461093,441.0962627837606
ORD1336,"London, UK","London, UK",2448,Low,Ship,48.96,0.2707250680989647,414.89702330001285
ORD1337,"Paris, FR","Cairo, EG",2985,Low,Ship,59.7,0.24144554148497607,397.305025072124
ORD1338,"New York City, US","Tokyo, JP",3066,High,Train,153.3,0.32756855111503314,56.62065573444809
ORD1339,"Paris, FR","London, UK",3616,Low,Train,72.32000000000001,0.4800023263284956,388.8348956351084
ORD1340,"Paris, FR","Los Angeles, US",4319,Medium,Ship,129.57,0.4532207919423,177.63111530352785
ORD1341,"Tokyo, JP","Los Angeles, US",107,Medium,Plane,3.21,0.4562509986130926,78.22307940400327
ORD1342,"Paris, FR","Paris, FR",3543,Low,Train,70.86,0.11066657769173355,75.35454464855249
ORD1343,"Los Angeles, US","Los Angeles, US",4118,Medium,Ship,123.53999999999999,0.29235477025294354,134.97127941737475
ORD1344,"Cairo, EG","New York City, US",1123,High,Ship,56.150000000000006,0.21174110363377374,178.99139518062086
ORD1345,"London, UK","Paris, FR",3740,High,Plane,187.0,0.37775232893817423,465.08768295018365
ORD1346,"New York City, US","Cairo, EG",3074,High,Train,153.70000000000002,0.20046807638963707,415.20190971737327
ORD1347,"Los Angeles, US","New York City, US",2475,Low,Plane,49.5,0.2810941391456199,283.28494621015636
ORD1348,"Paris, FR","Los Angeles, US",2109,Low,Train,42.18,0.2533346547296594,370.4350591680185
ORD1349,"Paris, FR","Los Angeles, US",2307,Medium,Train,69.21,0.3408717412567599,282.37915150955905
ORD1350,"Los Angeles, US","Cairo, EG",937,Medium,Plane,28.11,0.4994617901074557,415.8040972515549
ORD1351,"Cairo, EG","Paris, FR",3952,Medium,Plane,118.56,0.3237105012162049,148.65773788220068
ORD1352,"Los Angeles, US","London, UK",1557,High,Plane,77.85000000000001,0.11284406806764578,138.08090342198312
ORD1353,"London, UK","Paris, FR",3903,Medium,Train,117.08999999999999,0.3856866679570612,202.91077515541926
ORD1354,"Paris, FR","Cairo, EG",4419,High,Ship,220.95000000000002,0.24699188814959047,408.79842149092
ORD1355,"Los Angeles, US","London, UK",2995,High,Ship,149.75,0.268305805997209,55.42510929173703
ORD1356,"Cairo, EG","Paris, FR",3812,High,Train,190.60000000000002,0.23244189696393458,206.97746208981187
ORD1357,"London, UK","Paris, FR",287,High,Train,14.350000000000001,0.42910283724125664,425.0943865287414
ORD1358,"Los Angeles, US","Paris, FR",3216,High,Ship,160.8,0.3616824333135944,166.05534108698401
ORD1359,"Cairo, EG","Paris, FR",879,Medium,Train,26.369999999999997,0.41292796173752466,285.29750013799924
ORD1360,"Paris, FR","Tokyo, JP",1957,High,Ship,97.85000000000001,0.1558993844797132,355.76338841337514
ORD1361,"Paris, FR","New York City, US",4199,High,Ship,209.95000000000002,0.490310909503037,328.25246400761836
ORD1362,"Los Angeles, US","Cairo, EG",4348,Medium,Train,130.44,0.4930911197356671,95.10452795562719
ORD1363,"Cairo, EG","London, UK",3778,High,Plane,188.9,0.18741156455300004,131.40289810369882
ORD1364,"Tokyo, JP","New York City, US",175,High,Train,8.75,0.36404074428065836,353.06933512996324
ORD1365,"Tokyo, JP","Los Angeles, US",3585,Medium,Ship,107.55,0.42856684938433776,157.269663325284
ORD1366,"London, UK","Tokyo, JP",3489,Low,Ship,69.78,0.4750254452945667,316.9474710114787
ORD1367,"Tokyo, JP","Los Angeles, US",1307,Medium,Train,39.21,0.14545495144525877,282.82261189665104
ORD1368,"New York City, US","Cairo, EG",3687,Low,Ship,73.74,0.1012984464117782,340.0453589060786
ORD1369,"Tokyo, JP","New York City, US",1020,Low,Plane,20.400000000000002,0.3106604772430065,318.14475142781436
ORD1370,"Los Angeles, US","Cairo, EG",3074,High,Plane,153.70000000000002,0.3132477463512176,308.7035721908912
ORD1371,"New York City, US","Tokyo, JP",3143,High,Ship,157.15,0.2828098980398114,403.2634339430276
ORD1372,"Paris, FR","Tokyo, JP",2012,High,Plane,100.60000000000001,0.30308020018117193,152.1425974600624
ORD1373,"Paris, FR","Tokyo, JP",4775,Low,Train,95.5,0.4256355483365146,432.2151645000563
ORD1374,"Tokyo, JP","London, UK",4781,High,Plane,239.05,0.4890474691186849,488.5183499491865
ORD1375,"London, UK","London, UK",3543,Low,Train,70.86,0.10675063096256442,96.28585783056579
ORD1376,"Paris, FR","Cairo, EG",3987,High,Ship,199.35000000000002,0.33173629379539504,184.179072073959
ORD1377,"London, UK","Cairo, EG",1111,High,Plane,55.550000000000004,0.15964749105559678,193.51623177211272
ORD1378,"Los Angeles, US","London, UK",4875,High,Ship,243.75,0.47020470892185273,433.6946505580472
ORD1379,"London, UK","Paris, FR",2816,Low,Train,56.32,0.11769812580229405,382.4775880608589
ORD1380,"Tokyo, JP","New York City, US",4369,Medium,Ship,131.07,0.2864764844188066,443.84973611197324
ORD1381,"Tokyo, JP","Los Angeles, US",3856,Medium,Train,115.67999999999999,0.48869641672351394,452.278588217977
ORD1382,"Cairo, EG","Tokyo, JP",4922,Medium,Train,147.66,0.2831440397874835,297.514275352725
ORD1383,"Cairo, EG","London, UK",102,Low,Train,2.04,0.35973828957931286,300.9263094126031
ORD1384,"Tokyo, JP","New York City, US",4019,Medium,Plane,120.57,0.15081357711823395,178.61260913950554
ORD1385,"Los Angeles, US","Tokyo, JP",2545,Medium,Plane,76.35,0.14967310277960266,205.13598733239766
ORD1386,"Tokyo, JP","Paris, FR",967,High,Train,48.35,0.41326488310987486,469.3887925508719
ORD1387,"Tokyo, JP","New York City, US",1491,Low,Train,29.82,0.24359834726526775,308.216981892022
ORD1388,"Tokyo, JP","Paris, FR",524,Medium,Train,15.719999999999999,0.43371261365084035,243.78496974112744
ORD1389,"Paris, FR","Tokyo, JP",1321,Medium,Train,39.629999999999995,0.2095853044286463,435.9512912897214
ORD1390,"Los Angeles, US","Paris, FR",3494,High,Train,174.70000000000002,0.13273993789932026,464.5982614050111
ORD1391,"Los Angeles, US","New York City, US",1214,High,Plane,60.7,0.2868284619850173,466.41663862590525
ORD1392,"Los Angeles, US","Los Angeles, US",3887,High,Ship,194.35000000000002,0.15616768737899123,181.6796042577368
ORD1393,"New York City, US","Cairo, EG",4556,High,Train,227.8,0.4016631196843353,248.5130855000633
ORD1394,"Cairo, EG","Los Angeles, US",3282,Medium,Plane,98.46,0.32955866579430204,86.85999121590777
ORD1395,"Cairo, EG","Cairo, EG",263,Medium,Train,7.89,0.42440905202152523,72.17658861532942
ORD1396,"Tokyo, JP","New York City, US",122,Low,Plane,2.44,0.358897158785468,357.4794066313518
ORD1397,"London, UK","New York City, US",313,Medium,Ship,9.389999999999999,0.17364540254483152,215.32325205606205
ORD1398,"Tokyo, JP","New York City, US",3687,Low,Ship,73.74,0.3420828917927474,260.58317278038
ORD1399,"New York City, US","London, UK",3305,High,Ship,165.25,0.3908249577251478,192.91986311882084
ORD1400,"Tokyo, JP","Paris, FR",3128,Low,Ship,62.56,0.4517507492620966,370.60579443386547
ORD1401,"Tokyo, JP","Tokyo, JP",2790,Medium,Ship,83.7,0.13675588314207943,149.51677578731855
ORD1402,"London, UK","New York City, US",4253,High,Ship,212.65,0.2178391840441508,494.9514379858285
ORD1403,"Tokyo, JP","London, UK",3508,Medium,Train,105.24,0.309195534952348,405.80564473629823
ORD1404,"Paris, FR","London, UK",4809,High,Plane,240.45000000000002,0.45264743133293583,483.8266957636414
ORD1405,"London, UK","Paris, FR",4100,High,Ship,205.0,0.22626740128729425,189.78966106791373
ORD1406,"New York City, US","Cairo, EG",2355,Medium,Ship,70.64999999999999,0.4416881812373974,371.8816776409512
ORD1407,"Paris, FR","Tokyo, JP",1410,High,Ship,70.5,0.1976627277794786,112.70149684117953
ORD1408,"Los Angeles, US","Paris, FR",3253,High,Plane,162.65,0.14623173334420905,329.63592190075076
ORD1409,"Cairo, EG","Los Angeles, US",1030,High,Ship,51.5,0.10796244647359461,175.22608042198647
ORD1410,"Paris, FR","Tokyo, JP",4026,High,Train,201.3,0.3168513745245075,269.3615231556313
ORD1411,"Tokyo, JP","Tokyo, JP",4902,Low,Train,98.04,0.22284467222619309,496.68196646391124
ORD1412,"Paris, FR","New York City, US",2892,High,Train,144.6,0.1363718558330551,349.58974484394685
ORD1413,"New York City, US","Los Angeles, US",3709,Medium,Plane,111.27,0.4792037011000495,275.1473045929876
ORD1414,"Cairo, EG","Paris, FR",3936,High,Train,196.8,0.17470562693851713,217.38719150748588
ORD1415,"Los Angeles, US","Paris, FR",356,Low,Ship,7.12,0.4911767856667554,83.19698595191976
ORD1416,"Los Angeles, US","Los Angeles, US",1944,High,Train,97.2,0.48509976263037957,287.105339157098
ORD1417,"Cairo, EG","New York City, US",1990,Low,Train,39.800000000000004,0.13843128536351076,234.1405228844868
ORD1418,"Paris, FR","Cairo, EG",1913,Medium,Ship,57.39,0.29462843241110726,58.981199745502074
ORD1419,"Paris, FR","Cairo, EG",3600,Medium,Plane,108.0,0.11016320476463348,468.33341953490697
ORD1420,"Los Angeles, US","Paris, FR",3785,High,Ship,189.25,0.3996527459241471,377.7773012109349
ORD1421,"London, UK","New York City, US",3216,Medium,Ship,96.47999999999999,0.3916964701313793,216.67917875007896
ORD1422,"London, UK","Tokyo, JP",3383,High,Ship,169.15,0.4332351516921604,488.65716554322046
ORD1423,"Paris, FR","Tokyo, JP",4214,High,Ship,210.70000000000002,0.31204744377706817,283.07540424967317
ORD1424,"Tokyo, JP","New York City, US",4584,High,Plane,229.20000000000002,0.22936498643621156,112.67379698467137
ORD1425,"Tokyo, JP","Paris, FR",109,Medium,Train,3.27,0.31445025867642973,221.84941753376762
ORD1426,"London, UK","Paris, FR",557,Medium,Plane,16.71,0.35172169100656747,56.03472835358696
ORD1427,"New York City, US","New York City, US",187,Low,Ship,3.74,0.2745630730492544,443.61105623612247
ORD1428,"Los Angeles, US","London, UK",1522,High,Train,76.10000000000001,0.1600896413818909,389.0273836650479
ORD1429,"New York City, US","Los Angeles, US",4396,High,Plane,219.8,0.48592532252007514,474.93927825850375
ORD1430,"Tokyo, JP","London, UK",3488,High,Ship,174.4,0.2774680110393497,381.5630865414155
ORD1431,"Tokyo, JP","London, UK",768,Medium,Plane,23.04,0.19867881146412314,477.9484402271327
ORD1432,"Paris, FR","Cairo, EG",3933,Medium,Ship,117.99,0.3784059723326677,183.49639276881578
ORD1433,"London, UK","London, UK",557,High,Train,27.85,0.2837114088223347,401.4697030323603
ORD1434,"Cairo, EG","Tokyo, JP",3965,High,Plane,198.25,0.21237041055364295,98.47591102201241
ORD1435,"Paris, FR","Tokyo, JP",309,High,Ship,15.450000000000001,0.23441315956591313,61.21952768495339
ORD1436,"New York City, US","Paris, FR",1979,High,Plane,98.95,0.1945401250006935,185.8796906600099
ORD1437,"Cairo, EG","London, UK",3136,Low,Ship,62.72,0.13213844377033612,278.3409558022322
ORD1438,"Paris, FR","Los Angeles, US",4474,Medium,Ship,134.22,0.44226031269861754,275.04583365335907
ORD1439,"Paris, FR","Los Angeles, US",2104,Low,Plane,42.08,0.2434510403635602,456.8266656141277
ORD1440,"Los Angeles, US","Paris, FR",2545,Medium,Plane,76.35,0.32082932023241517,366.3501048433536
ORD1441,"Cairo, EG","Paris, FR",4449,Low,Train,88.98,0.33557785557057274,457.40669617816013
ORD1442,"Cairo, EG","Los Angeles, US",3650,High,Plane,182.5,0.26141184825813385,227.7671692048847
ORD1443,"Paris, FR","Los Angeles, US",3734,High,Ship,186.70000000000002,0.4196426943919187,408.3579263620361
ORD1444,"New York City, US","London, UK",4868,Low,Train,97.36,0.47395707635153106,481.94939324762566
ORD1445,"Cairo, EG","New York City, US",4063,High,Ship,203.15,0.3639301024902827,223.54079286122294
ORD1446,"Los Angeles, US","New York City, US",3778,Low,Ship,75.56,0.2991997323684512,296.1740424787471
ORD1447,"Tokyo, JP","London, UK",1852,Medium,Ship,55.559999999999995,0.2344862665786284,70.12765393754648
ORD1448,"London, UK","Los Angeles, US",656,Low,Train,13.120000000000001,0.3190268848608515,312.84148166117336
ORD1449,"Cairo, EG","London, UK",4806,Medium,Ship,144.18,0.29557487850552644,180.76092326294196
ORD1450,"Los Angeles, US","New York City, US",4629,Medium,Ship,138.87,0.13348788508380702,349.71154336039524
ORD1451,"Los Angeles, US","London, UK",2498,High,Train,124.9,0.4190716716160039,136.56267327404487
ORD1452,"Cairo, EG","Tokyo, JP",2858,High,Plane,142.9,0.4206915857390161,390.0265277433963
ORD1453,"Tokyo, JP","Paris, FR",2759,Low,Plane,55.18,0.3864352041223196,260.8457597705776
ORD1454,"Cairo, EG","Cairo, EG",4474,High,Ship,223.70000000000002,0.1502055772084106,307.60537941728063
ORD1455,"Paris, FR","Cairo, EG",3147,Low,Ship,62.940000000000005,0.2898990833712903,86.46284120089665
ORD1456,"Tokyo, JP","Paris, FR",493,Medium,Ship,14.79,0.3383243422489757,373.7268146079021
ORD1457,"London, UK","New York City, US",4396,Low,Train,87.92,0.42792196629957446,278.0424280053252
ORD1458,"New York City, US","Tokyo, JP",694,Medium,Train,20.82,0.266802062161686,485.2049205198894
ORD1459,"New York City, US","Paris, FR",3844,Medium,Train,115.32,0.10548423040266625,469.9589784218519
ORD1460,"Tokyo, JP","Tokyo, JP",4078,Medium,Train,122.33999999999999,0.1043965513423347,338.2820087083664
ORD1461,"New York City, US","Cairo, EG",4186,High,Ship,209.3,0.1203171591212004,372.6135380695934
ORD1462,"Cairo, EG","Paris, FR",3602,Medium,Train,108.06,0.1048242238886449,154.924605499108
ORD1463,"Tokyo, JP","Paris, FR",1499,Low,Ship,29.98,0.13656557134790043,220.50141610312212
ORD1464,"Tokyo, JP","Cairo, EG",184,Medium,Train,5.52,0.18953957477992028,243.66423191514798
ORD1465,"New York City, US","London, UK",905,Low,Ship,18.1,0.4412031543851438,78.00624435765828
ORD1466,"London, UK","Tokyo, JP",4171,High,Train,208.55,0.36759860029365854,413.2753553494882
ORD1467,"Tokyo, JP","New York City, US",454,Medium,Plane,13.62,0.4551022659661992,210.0488579443813
ORD1468,"Tokyo, JP","Paris, FR",1047,Low,Plane,20.94,0.1342181219730227,351.66217372653136
ORD1469,"Paris, FR","New York City, US",1459,Medium,Plane,43.769999999999996,0.41688620618817096,418.1256672374059
ORD1470,"Paris, FR","Tokyo, JP",4262,Medium,Train,127.86,0.1380006359740382,51.48245611403925
ORD1471,"Paris, FR","Los Angeles, US",2700,Medium,Plane,81.0,0.24952006067201246,271.22559586366515
ORD1472,"London, UK","Los Angeles, US",3577,Medium,Ship,107.31,0.1440459732918459,441.36552737420214
ORD1473,"Tokyo, JP","Tokyo, JP",4778,Low,Ship,95.56,0.2856354623300139,171.01506643386625
ORD1474,"Los Angeles, US","Los Angeles, US",2769,High,Train,138.45000000000002,0.4562163946296708,392.1500241971618
ORD1475,"Tokyo, JP","Tokyo, JP",4700,High,Plane,235.0,0.17741947558934204,437.7663421898549
ORD1476,"Paris, FR","Tokyo, JP",2707,High,Train,135.35,0.4768771338324025,357.0653487463514
ORD1477,"Paris, FR","Paris, FR",1785,Low,Train,35.7,0.21362986520420982,450.15232018934864
ORD1478,"Los Angeles, US","Paris, FR",3359,High,Train,167.95000000000002,0.43088067886361237,120.11141962094207
ORD1479,"New York City, US","Los Angeles, US",3849,Medium,Ship,115.47,0.36840056618223116,55.41825426983711
ORD1480,"Paris, FR","New York City, US",184,Low,Ship,3.68,0.331652556517285,297.966129108979
ORD1481,"New York City, US","New York City, US",4100,Medium,Plane,123.0,0.4523046794879738,318.3341180501831
ORD1482,"Cairo, EG","Cairo, EG",2892,Medium,Train,86.75999999999999,0.46136532071301384,297.44082851939334
ORD1483,"Tokyo, JP","New York City, US",2524,Medium,Plane,75.72,0.3807437658812941,438.4698435624043
ORD1484,"Tokyo, JP","Cairo, EG",2572,Low,Ship,51.44,0.32093765897011345,473.16741407222605
ORD1485,"Cairo, EG","Cairo, EG",391,High,Train,19.55,0.4638406224202448,167.64987516136347
ORD1486,"Cairo, EG","Cairo, EG",4413,Medium,Ship,132.39,0.403877027290649,381.24005529360494
ORD1487,"London, UK","Los Angeles, US",558,High,Ship,27.900000000000002,0.36373558793401395,138.75561530939427
ORD1488,"Paris, FR","Los Angeles, US",3074,High,Train,153.70000000000002,0.2020157604917436,107.6314448781816
ORD1489,"Tokyo, JP","Los Angeles, US",583,High,Train,29.150000000000002,0.2721631607593125,387.2868322104093
ORD1490,"Paris, FR","Tokyo, JP",196,Low,Train,3.92,0.16024326185768267,155.40617207472297
ORD1491,"London, UK","Tokyo, JP",1254,Low,Ship,25.080000000000002,0.31700776792857155,65.94275683997216
ORD1492,"London, UK","Paris, FR",3709,Medium,Plane,111.27,0.3493535158431338,226.56830249454643
ORD1493,"Paris, FR","Cairo, EG",882,High,Train,44.1,0.22106211964536115,87.13151815945524
ORD1494,"London, UK","Los Angeles, US",2810,High,Ship,140.5,0.48386601215582703,427.01462437420065
ORD1495,"Cairo, EG","Tokyo, JP",1010,High,Plane,50.5,0.10952444913123256,106.56670248396946
ORD1496,"Paris, FR","New York City, US",2300,High,Ship,115.0,0.4156174487838902,321.8461990332326
ORD1497,"London, UK","London, UK",2287,Medium,Ship,68.61,0.33294547691362175,467.4167586977201
ORD1498,"Cairo, EG","London, UK",205,Medium,Train,6.1499999999999995,0.49436316052508467,135.3492197823118
ORD1499,"Cairo, EG","London, UK",368,Medium,Plane,11.04,0.4375867549412552,110.37422745167484
ORD1500,"London, UK","New York City, US",2902,Medium,Train,87.06,0.13960210342144774,282.60680648254834
ORD1501,"Paris, FR","Tokyo, JP",2051,Medium,Train,61.53,0.17266431187325365,135.12337962263706
ORD1502,"Paris, FR","Paris, FR",103,Low,Ship,2.06,0.12872444157434276,413.8616619001424
ORD1503,"Paris, FR","Cairo, EG",1678,High,Plane,83.9,0.4407536805833838,417.30495014356484
ORD1504,"Paris, FR","Cairo, EG",4806,High,Ship,240.3,0.30415401563332467,349.08704668141417
ORD1505,"Paris, FR","New York City, US",3600,High,Train,180.0,0.48560418339670064,95.35370003810654
ORD1506,"London, UK","New York City, US",2902,Low,Ship,58.04,0.4625452702297149,210.37670452695986
ORD1507,"New York City, US","Cairo, EG",2707,High,Plane,135.35,0.160091099698487,204.1183192988978
ORD1508,"Tokyo, JP","Cairo, EG",853,Low,Train,17.06,0.2593378034470798,338.8077397002769
ORD1509,"New York City, US","Los Angeles, US",4272,High,Train,213.60000000000002,0.18126515365806523,402.50907677643215
ORD1510,"New York City, US","Los Angeles, US",3800,Low,Plane,76.0,0.22550325786870068,408.49558127001467
ORD1511,"Paris, FR","Tokyo, JP",2195,Medium,Ship,65.85,0.4620857815638876,218.461894312884
ORD1512,"Cairo, EG","Tokyo, JP",1835,Low,Train,36.7,0.10291304926556016,189.45830196570884
ORD1513,"Cairo, EG","London, UK",4875,High,Ship,243.75,0.15580796628134116,447.8233670943457
ORD1514,"London, UK","Cairo, EG",4020,Medium,Ship,120.6,0.20672705326298413,451.2968984210132
ORD1515,"Los Angeles, US","Cairo, EG",206,High,Ship,10.3,0.29930702297286216,204.87700406124569
ORD1516,"London, UK","London, UK",3742,Medium,Train,112.25999999999999,0.4623113626836588,349.80070748840706
ORD1517,"London, UK","London, UK",3477,Low,Ship,69.54,0.2513237377576736,276.59089080090234
ORD1518,"Tokyo, JP","Tokyo, JP",3147,High,Plane,157.35000000000002,0.38048516867834037,241.72293151675265
ORD1519,"Paris, FR","Los Angeles, US",4501,Low,Plane,90.02,0.25388401127244037,268.92033519615893
ORD1520,"Tokyo, JP","Los Angeles, US",4844,Low,Ship,96.88,0.2943660247732667,83.57434300408735
ORD1521,"Tokyo, JP","Los Angeles, US",440,High,Ship,22.0,0.30235604002571637,337.8811312031768
ORD1522,"Los Angeles, US","Tokyo, JP",1034,High,Ship,51.7,0.401063967146732,149.6133911143498
ORD1523,"London, UK","London, UK",100,Low,Ship,2.0,0.21720070994903173,221.68275934415922
